iter	Accuracy	Logloss
217	0.8352264558	0.3585938042
218	0.8358015816	0.3583569525
219	0.8356578001	0.3582590299
220	0.8356578001	0.3581648678
221	0.8365204889	0.3576910056
222	0.8372393961	0.3572941551
223	0.8369518332	0.3569227054
224	0.8372393961	0.3568394711
225	0.8370956147	0.3568217797
226	0.8368080518	0.3565806539
227	0.8370956147	0.3564308879
228	0.8372393961	0.356282508
229	0.8378145219	0.3561179105
230	0.8386772106	0.3556681845
231	0.8383896477	0.3555349104
232	0.8388209921	0.3553380445
233	0.8392523364	0.3551789164
234	0.8395398994	0.3550342589
235	0.8396836808	0.3546544028
236	0.8396836808	0.3545070823
237	0.8401150252	0.3543248529
238	0.8398274623	0.3542211486
239	0.8402588066	0.3539388774
240	0.8402588066	0.3538276879
241	0.8408339324	0.3536763469
242	0.840690151	0.3534073025
243	0.840690151	0.3532211781
244	0.8409777139	0.3529536419
245	0.8412652768	0.3527555345
246	0.8414090582	0.352479573
247	0.8408339324	0.3522645105
248	0.8409777139	0.352144338
249	0.8408339324	0.3519753111
250	0.8414090582	0.3518117765
251	0.8412652768	0.3516815806
252	0.8412652768	0.3516042293
253	0.8415528397	0.3514088445
254	0.8416966211	0.3513714525
255	0.8412652768	0.3511570879
256	0.8411214953	0.3510923187
257	0.8412652768	0.3508095573
258	0.8412652768	0.3506722303
259	0.8416966211	0.3503201311
260	0.8416966211	0.3500953828
261	0.8416966211	0.3500920116
262	0.8418404026	0.3498878175
263	0.841984184	0.3498046942
264	0.841984184	0.3496079519
265	0.8421279655	0.3495117426
266	0.8425593098	0.3493255631
267	0.8422717469	0.3491180625
268	0.8424155284	0.3490119068
269	0.8427030913	0.3486260109
270	0.8425593098	0.3484431118
271	0.8427030913	0.3482740864
272	0.8428468728	0.3480517733
273	0.8427030913	0.3479468371
274	0.8428468728	0.3477917296
275	0.8431344357	0.3477435667
276	0.8432782171	0.3474667327
277	0.8438533429	0.3471888406
278	0.8442846873	0.3470702037
279	0.8442846873	0.3469665861
280	0.8442846873	0.3468328765
281	0.8442846873	0.3468327506
282	0.8445722502	0.3466805234
283	0.8445722502	0.3465075364
284	0.8447160316	0.3463646006
285	0.8441409058	0.3461322015
286	0.8439971244	0.3460091693
287	0.8448598131	0.3457578185
288	0.845147376	0.345673007
289	0.8457225018	0.345517781
290	0.8457225018	0.3453178892
291	0.8461538462	0.3451027564
292	0.8461538462	0.3451027564
293	0.8461538462	0.3450409559
294	0.8462976276	0.3447997856
295	0.8461538462	0.3446406345
296	0.8464414091	0.3442685335
297	0.8470165349	0.3440423448
298	0.8470165349	0.3439836468
299	0.8473040978	0.3437563672
300	0.846728972	0.3435861852
301	0.846728972	0.3434882483
302	0.846728972	0.3433193388
303	0.846728972	0.3431753381
304	0.8471603163	0.3429829189
305	0.8473040978	0.3427308888
306	0.8473040978	0.3426448372
307	0.8475916607	0.3423919726
308	0.8475916607	0.3423705535
309	0.8473040978	0.3420935906
310	0.8475916607	0.3416784619
311	0.8488856937	0.3414385745
312	0.8487419123	0.3412614975
313	0.8488856937	0.3411362496
314	0.8488856937	0.3411132587
315	0.8487419123	0.3408680102
316	0.8485981308	0.3406709004
317	0.8487419123	0.3405188112
318	0.8490294752	0.3401935969
319	0.8497483825	0.3400137308
320	0.8498921639	0.3397821983
321	0.8498921639	0.3397480889
322	0.849604601	0.3396927212
323	0.849604601	0.339601759
324	0.8498921639	0.3395045264
325	0.8500359454	0.3394700477
326	0.8500359454	0.3392238558
327	0.8497483825	0.3390466049
328	0.8500359454	0.3389302478
329	0.8497483825	0.3388212343
330	0.8497483825	0.3387854831
331	0.8498921639	0.3385941445
332	0.8498921639	0.3384629101
333	0.8498921639	0.3384027572
334	0.8498921639	0.3381669138
335	0.8501797268	0.3380902856
336	0.8503235083	0.3379979282
337	0.8507548526	0.3378795376
338	0.851186197	0.3377610577
339	0.8513299784	0.3375282428
340	0.851186197	0.3374979674
341	0.851186197	0.3374979661
342	0.8514737599	0.3372491503
343	0.8514737599	0.3372491485
344	0.8508986341	0.3368687614
345	0.8516175413	0.3363760444
346	0.8517613228	0.3363028343
347	0.8514737599	0.336187345
348	0.8510424155	0.3359824811
349	0.8519051042	0.3357809145
350	0.8516175413	0.3356649227
