iter	Accuracy	Logloss
249	0.8352264558	0.3571688752
250	0.8355140187	0.35705705
251	0.8355140187	0.3569498244
252	0.8358015816	0.3568604513
253	0.8358015816	0.3567218856
254	0.8363767074	0.3565627312
255	0.8369518332	0.3563527018
256	0.8366642703	0.3562514824
257	0.8366642703	0.3559854975
258	0.8365204889	0.3558692028
259	0.8368080518	0.3556648825
260	0.8369518332	0.3554997745
261	0.8370956147	0.3552063174
262	0.8365204889	0.3549956521
263	0.8368080518	0.3548049105
264	0.8365204889	0.3546069097
265	0.8372393961	0.3544629251
266	0.8370956147	0.3543639212
267	0.8373831776	0.354302132
268	0.8376707405	0.3542122786
269	0.837526959	0.3540165061
270	0.8376707405	0.3537864398
271	0.8382458663	0.3535742366
272	0.8379583034	0.3534480698
273	0.8379583034	0.3534480697
274	0.8382458663	0.3532240571
275	0.8388209921	0.3529785925
276	0.8389647735	0.3529297304
277	0.8392523364	0.3527097705
278	0.8393961179	0.3526283155
279	0.8399712437	0.3523258593
280	0.8392523364	0.3520015738
281	0.8395398994	0.3517732437
282	0.8395398994	0.3516066588
283	0.8395398994	0.3515328702
284	0.8399712437	0.3513403097
285	0.8399712437	0.3510327685
286	0.8399712437	0.3507563879
287	0.8401150252	0.3506882336
288	0.8401150252	0.3503379362
289	0.840690151	0.3500116778
290	0.840690151	0.3498030631
291	0.8411214953	0.3493664964
292	0.8409777139	0.3492372797
293	0.840690151	0.349070683
294	0.8409777139	0.3488696389
295	0.8412652768	0.3486386979
296	0.8415528397	0.3483876884
297	0.8416966211	0.3483845386
298	0.8415528397	0.34815038
299	0.8412652768	0.3480375225
300	0.8418404026	0.3478347757
301	0.8416966211	0.3477144003
302	0.8416966211	0.3476776432
303	0.8421279655	0.3475541888
304	0.8421279655	0.3474403638
305	0.8422717469	0.347325579
306	0.8427030913	0.3472051493
307	0.8427030913	0.3470892823
308	0.8428468728	0.3469380434
309	0.8429906542	0.3468716081
310	0.8422717469	0.3466258166
311	0.8424155284	0.3465084845
312	0.8431344357	0.3463794397
313	0.84356578	0.3461343295
314	0.8441409058	0.3460771285
315	0.8437095615	0.3459563538
316	0.8445722502	0.345824035
317	0.8447160316	0.3455840667
318	0.8450035945	0.3455289884
319	0.8448598131	0.3454466213
320	0.8450035945	0.3453109292
321	0.8450035945	0.3450684873
322	0.8457225018	0.3447161026
323	0.8455787203	0.3445641194
324	0.8457225018	0.3444850638
325	0.8454349389	0.3443888929
326	0.8454349389	0.3441415855
327	0.8455787203	0.3437296708
328	0.8455787203	0.3435445834
329	0.8458662832	0.343398361
330	0.8458662832	0.3432235014
331	0.8462976276	0.3429768707
332	0.8464414091	0.3429086381
333	0.8464414091	0.3428341524
334	0.846728972	0.3426910738
335	0.8471603163	0.3424460338
336	0.8473040978	0.3423109981
337	0.8470165349	0.3419852801
338	0.8470165349	0.341792144
339	0.8470165349	0.3417921306
340	0.8470165349	0.3417921278
341	0.8470165349	0.3416742524
342	0.8470165349	0.3415708666
343	0.8470165349	0.3413167162
344	0.8473040978	0.341274353
345	0.8471603163	0.3411990524
346	0.8471603163	0.3411990486
347	0.8474478792	0.3410282972
348	0.8473040978	0.3409091798
349	0.8473040978	0.3407958591
350	0.8473040978	0.3406470618
351	0.8474478792	0.3404010961
352	0.8473040978	0.3403727819
353	0.8473040978	0.3403727766
354	0.8471603163	0.3402078471
355	0.8471603163	0.340155301
356	0.8474478792	0.3399834728
357	0.8474478792	0.3399328176
358	0.8477354421	0.3397384716
359	0.8477354421	0.3397384638
360	0.8475916607	0.3394591514
361	0.8473040978	0.33929869
362	0.8471603163	0.3392364304
363	0.8478792236	0.3390376975
364	0.8477354421	0.3389528851
365	0.8478792236	0.3388478499
366	0.8478792236	0.3388344267
367	0.8478792236	0.3388237849
368	0.8481667865	0.3385901105
369	0.8483105679	0.3383495032
370	0.8483105679	0.3383325368
371	0.8483105679	0.338107456
372	0.8485981308	0.3380770682
373	0.8485981308	0.3379253348
374	0.8485981308	0.337757254
375	0.8485981308	0.3377560013
376	0.8485981308	0.3377001072
377	0.8485981308	0.3375648968
378	0.8487419123	0.3374085493
379	0.8491732566	0.337205516
380	0.849604601	0.3370660098
381	0.8500359454	0.3368511995
382	0.8503235083	0.3366803731
383	0.8503235083	0.3366803731
384	0.8504672897	0.3365488503
385	0.8501797268	0.3363068221
386	0.8503235083	0.3362815815
387	0.8501797268	0.3362135527
388	0.8503235083	0.3361356951
389	0.8501797268	0.3361001506
390	0.8501797268	0.3359919916
391	0.8501797268	0.335930917
392	0.8504672897	0.3357998299
393	0.8506110712	0.3357753952
394	0.8514737599	0.3354528987
395	0.851186197	0.3351404697
396	0.8513299784	0.3350545741
397	0.8513299784	0.3348296829
398	0.851186197	0.3345171017
399	0.8514737599	0.3343853822
400	0.8519051042	0.3340852472
401	0.8517613228	0.3339370522
402	0.8517613228	0.333790446
403	0.8519051042	0.3336944426
404	0.8519051042	0.3336586818
405	0.8519051042	0.3336085293
406	0.8521926671	0.3334710272
407	0.8526240115	0.3334491913
408	0.8521926671	0.3333182486
409	0.8521926671	0.3331387656
410	0.8524802301	0.3326629931
411	0.8526240115	0.3325441831
412	0.8526240115	0.3325205478
413	0.8526240115	0.3321616486
414	0.8526240115	0.3321180501
415	0.8526240115	0.3321039201
416	0.8526240115	0.3319273066
417	0.8529115744	0.3317543189
418	0.8524802301	0.3315435591
419	0.852767793	0.3313933858
420	0.8533429188	0.3311337097
421	0.8533429188	0.3311228692
422	0.8533429188	0.3310496841
423	0.8533429188	0.33100587
424	0.8533429188	0.3308412994
425	0.8533429188	0.3307115381
426	0.8534867002	0.3304930898
427	0.8546369518	0.3302108334
428	0.8546369518	0.3301842075
429	0.8550682962	0.3299601004
430	0.8552120776	0.3298985199
431	0.8552120776	0.3298831675
432	0.8549245147	0.329800656
433	0.8549245147	0.3297976396
434	0.8549245147	0.3297794237
435	0.8549245147	0.3297756113
436	0.8547807333	0.3296094573
437	0.8547807333	0.3294668428
438	0.8549245147	0.3292446167
439	0.8550682962	0.3290707295
440	0.8550682962	0.3290375827
441	0.8550682962	0.3290283775
